,Main food description,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)",Kosher_Status,Halal_Status,Hinduism_Status,Buddhism_Status,Rastafarianism_Status,Diabetic_Status,Low_Sodium_Status,Low_Fat_Status,Low_Cholesterol_Status,Fructose_Intolerance_Status,Nightshade_Sensitivity_Status,Histamine_Intolerance_Status,Vegan_Status,Vegetarian_Status,Pescatarian_Status,Raw_Food_Diet_Status,Paleo_Status,Keto_Status,Lactose_Intolerance_Status,Gluten_Intolerance_Status,Nut_Allergy_Status,Shellfish_Allergy_Status,Fish_Allergy_Status,Soy_Allergy_Status
727,"Crackers, flatbread","Crackers, excludes saltines",412,9.85,75.23,2.92,10.2,8.25,0.744,5.504,1.344,0,0,0,0,0,0,0,104,0.402,0.226,4.042,0.16,70,22,140,91,14.6,0.0,0.0,0.0,0.0,3.87,0.0,3.6,24,196,58,3.51,1.68,0.198,34.8,224,632,0,0,0.0,0.002,0.0,0.0,0.001,0.0,0.005,0.407,0.226,0.014,5.457,0.028,0.002,1.252,0.089,0.0,0.001,0.0,0.0,0.0,4.05,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
728,"Crackers, matzo","Crackers, excludes saltines",395,10.0,83.7,0.29,3.0,1.4,0.226,0.127,0.603,0,0,0,0,0,0,0,18,0.387,0.291,3.892,0.115,0,17,17,17,10.8,0.0,0.0,0.0,0.0,0.06,0.0,0.3,13,89,25,3.16,0.68,0.06,36.9,112,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.01,0.0,0.127,0.0,0.0,0.57,0.032,0.0,0.0,0.0,0.0,0.0,4.3,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
729,"Crackers, milk","Crackers, excludes saltines",446,7.6,71.73,10.32,3.4,13.77,2.912,5.485,4.867,11,16,16,0,3,0,0,16,0.538,0.418,4.43,0.037,70,20,139,90,10.8,0.08,0.0,0.2,0.0,1.22,0.0,3.8,172,303,22,3.58,0.67,0.227,15.9,114,687,0,0,0.0,0.014,0.004,0.004,0.009,0.01,0.058,1.439,0.673,0.074,5.39,0.001,0.0,4.516,0.334,0.0,0.003,0.001,0.0,0.001,4.7,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
730,"Crackers, oyster",Saltine crackers,418,9.46,74.05,1.29,2.8,8.64,1.653,1.986,4.835,0,1,1,0,0,0,0,17,0.702,0.487,6.442,0.086,117,17,216,134,16.7,0.09,0.0,0.0,0.0,1.15,0.0,25.4,19,102,23,5.57,0.69,0.139,10.3,152,941,0,0,0.0,0.005,0.0,0.004,0.008,0.004,0.013,1.05,0.49,0.01,1.926,0.038,0.006,4.272,0.553,0.0,0.006,0.0,0.0,0.0,5.05,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
731,"Chips, rice","Tortilla, corn, other chips",384,8.2,81.5,0.6,4.2,2.8,0.642,1.03,0.98,0,0,0,0,1,0,0,22,0.061,0.165,7.806,0.15,0,21,21,21,24.3,0.0,0.0,0.0,0.0,6.54,0.0,6.5,11,360,131,1.49,3.0,0.445,24.6,290,326,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.48,0.05,0.01,1.02,0.0,0.0,0.97,0.01,0.0,0.0,0.0,0.0,0.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Rice cake,"Crackers, excludes saltines",392,7.1,81.1,0.88,4.2,4.3,0.875,1.582,1.52,0,0,0,0,0,0,0,0,0.06,0.16,7.81,0.15,0,21,21,21,18.9,0.0,0.0,0.0,0.0,1.24,0.0,1.9,11,360,131,1.49,3.0,0.445,24.6,428,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.737,0.077,0.015,1.566,0.0,0.0,1.49,0.015,0.0,0.0,0.0,0.0,0.0,5.8,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1
733,"Crackers, rice","Crackers, excludes saltines",416,10.0,82.64,0.0,0.0,5.0,0.0,3.021,1.641,0,0,0,0,0,0,0,0,0.436,0.101,5.537,0.554,0,22,22,22,33.4,0.0,0.0,0.0,0.0,1.26,0.0,2.1,0,362,156,0.0,2.2,0.301,25.5,243,233,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,3.0,0.006,0.0,1.582,0.059,0.0,0.0,0.0,0.0,0.0,0.11,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
734,Popcorn cake,"Crackers, excludes saltines",384,9.7,80.1,0.72,2.9,3.1,0.48,0.92,1.35,0,0,4,21,33,0,0,537,0.075,0.178,6.006,0.181,0,18,18,18,22.4,0.0,0.0,0.0,0.0,0.29,0.0,1.1,9,277,159,1.87,3.99,0.569,9.9,327,288,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.05,0.01,0.91,0.0,0.0,1.31,0.04,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1
735,Rice paper,"Crackers, excludes saltines",323,5.91,72.26,0.27,0.5,1.11,0.328,0.376,0.322,0,0,0,0,0,0,0,0,0.077,0.0,1.062,0.045,0,14,14,14,5.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,7,80,20,0.27,1.02,0.179,4.5,64,314,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.294,0.022,0.004,0.371,0.0,0.0,0.266,0.057,0.0,0.0,0.0,0.0,0.0,19.6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
736,"Crackers, saltine",Saltine crackers,418,9.46,74.05,1.29,2.8,8.64,1.653,1.986,4.835,0,1,1,0,0,0,0,17,0.702,0.487,6.442,0.086,117,17,216,134,16.7,0.09,0.0,0.0,0.0,1.15,0.0,25.4,19,102,23,5.57,0.69,0.139,10.3,152,941,0,0,0.0,0.005,0.0,0.004,0.008,0.004,0.013,1.05,0.49,0.01,1.926,0.038,0.006,4.272,0.553,0.0,0.006,0.0,0.0,0.0,5.05,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
737,"Crackers, multigrain","Crackers, excludes saltines",482,7.1,67.6,12.0,3.5,20.4,3.3,5.0,11.8,0,0,0,1,2,0,0,73,0.52,0.28,3.4,0.117,57,46,143,103,10.4,0.0,0.0,0.0,0.0,1.75,0.0,36.0,14,292,29,2.59,0.98,0.151,26.1,171,883,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256,0.891,0.001,4.948,0.052,0.0,10.438,1.362,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
738,"Crackers, sandwich","Crackers, excludes saltines",494,11.47,58.38,10.5,2.3,24.54,4.803,13.468,4.551,0,1,1,0,0,0,0,10,0.489,0.271,6.114,0.148,52,34,122,86,24.7,0.01,0.0,0.0,0.0,2.06,0.0,9.5,81,274,55,2.77,1.13,0.324,10.8,215,801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008,1.222,0.0,13.256,0.212,0.0,4.551,0.0,0.0,0.0,0.0,0.0,0.0,2.93,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
739,"Crackers, water","Crackers, excludes saltines",384,7.14,72.81,0.0,7.1,7.14,0.0,4.043,2.457,0,0,0,0,0,0,0,17,0.111,0.037,1.154,0.041,0,24,24,24,9.7,0.0,0.0,0.0,0.0,0.29,0.0,1.8,0,100,20,0.0,0.65,0.133,31.3,99,571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.043,0.0,0.0,2.353,0.104,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
740,"Crackers, wonton","Crackers, excludes saltines",521,10.33,51.9,0.25,1.9,31.72,4.931,7.617,16.949,0,0,0,0,1,0,0,54,0.195,0.112,2.52,0.027,0,17,17,17,8.1,0.0,0.0,0.0,0.0,3.29,0.0,6.3,21,87,21,1.76,0.63,0.122,32.1,89,378,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.027,3.33,1.3,0.05,7.303,0.236,0.001,14.908,2.018,0.0,0.004,0.0,0.004,0.0,4.93,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
741,"Crackers, wheat","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0,0,0,0,2,0,0,180,0.233,0.083,4.326,0.214,1,32,34,33,27.2,0.0,0.0,0.0,0.0,1.48,0.0,20.7,64,316,91,2.99,2.13,0.347,10.0,314,750,0,0,0.0,0.0,0.002,0.029,0.024,0.174,0.08,1.586,0.62,0.012,3.299,0.038,0.002,6.785,0.915,0.0,0.003,0.0,0.0,0.0,2.84,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0
742,Corn nuts,"Tortilla, corn, other chips",446,8.5,71.86,0.61,6.9,15.64,2.43,9.46,3.05,0,0,0,0,0,0,0,0,0.041,0.13,1.694,0.229,0,0,0,0,20.6,0.0,0.0,0.0,0.0,1.98,0.0,9.3,9,275,113,1.67,1.78,0.115,14.8,278,564,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.025,1.064,0.0,7.49,0.0,0.0,3.009,0.058,0.0,0.0,0.0,0.0,0.0,1.3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
743,Snack mix,Pretzels/snack mix,504,6.87,63.11,1.9,3.1,25.79,3.034,7.065,12.79,2,3,5,0,13,20,0,346,0.186,0.229,2.296,0.135,17,48,76,65,16.9,0.07,0.0,0.4,0.0,4.04,0.0,7.3,80,165,48,2.08,0.94,0.09,6.4,180,729,0,0,0.0,0.009,0.006,0.01,0.015,0.013,0.047,2.27,0.451,0.033,6.915,0.149,0.004,12.462,0.312,0.0,0.003,0.002,0.0,0.0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Pita chips,"Crackers, excludes saltines",457,11.79,68.26,4.76,3.8,15.2,1.342,10.842,2.13,0,0,0,0,0,0,0,15,0.56,0.307,7.043,0.109,114,22,215,135,9.1,0.0,0.0,0.0,0.0,6.93,0.0,1.2,17,124,37,4.59,0.96,0.141,33.1,129,854,0,0,0.0,0.003,0.0,0.001,0.002,0.0,0.007,0.676,0.448,0.017,10.768,0.049,0.003,2.024,0.099,0.0,0.002,0.001,0.0,0.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
745,"Popcorn, NFS",Popcorn,518,9.13,54.99,0.61,10.2,30.57,14.304,6.777,7.417,0,0,7,41,63,0,0,1024,0.073,0.059,1.629,0.111,0,22,22,22,15.0,0.0,0.0,0.0,0.0,2.07,0.0,28.4,6,253,102,2.26,2.18,0.185,0.0,232,764,0,0,0.0,0.001,0.047,0.667,0.528,4.098,1.646,2.709,4.406,0.018,6.683,0.071,0.004,7.077,0.34,0.0,0.0,0.0,0.0,0.0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
746,"Popcorn, microwave, NFS",Popcorn,518,9.13,54.99,0.61,10.2,30.57,14.304,6.777,7.417,0,0,7,41,63,0,0,1024,0.073,0.059,1.629,0.111,0,22,22,22,15.0,0.0,0.0,0.0,0.0,2.07,0.0,28.4,6,253,102,2.26,2.18,0.185,0.0,232,764,0,0,0.0,0.001,0.047,0.667,0.528,4.098,1.646,2.709,4.406,0.018,6.683,0.071,0.004,7.077,0.34,0.0,0.0,0.0,0.0,0.0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
747,"Popcorn, ready-to-eat, NFS",Popcorn,530,8.88,53.38,0.6,10.0,32.53,4.378,8.799,17.15,0,0,7,40,61,0,0,995,0.071,0.057,1.584,0.108,0,21,21,21,14.6,0.0,0.0,0.0,0.0,6.85,0.0,1.4,6,246,99,2.19,2.11,0.18,0.0,226,764,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.633,0.517,0.03,8.639,0.117,0.0,16.818,0.343,0.0,0.0,0.0,0.0,0.0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
748,Shrimp chips,"Tortilla, corn, other chips",426,7.14,59.09,21.43,5.6,17.86,5.357,7.997,3.971,2,0,0,0,0,0,0,116,0.264,0.091,2.631,0.216,0,23,23,23,17.6,0.02,0.0,0.0,0.0,3.28,0.0,12.8,20,191,72,1.91,1.38,0.221,33.1,193,571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,3.435,1.32,0.027,7.802,0.168,0.0,2.802,1.167,0.0,0.0,0.001,0.0,0.001,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,"Pretzels, NFS",Pretzels/snack mix,384,10.04,80.39,2.21,3.4,2.93,0.391,0.727,1.291,0,0,0,0,0,0,0,9,0.424,0.332,5.27,0.074,88,83,233,171,29.5,0.0,0.0,2.1,0.0,0.47,0.0,2.8,27,128,29,4.58,1.04,0.156,4.4,223,1120,0,0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.32,0.05,0.003,0.706,0.016,0.001,1.227,0.064,0.0,0.0,0.0,0.0,0.0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"Pretzels, hard, NFS",Pretzels/snack mix,384,10.04,80.39,2.21,3.4,2.93,0.391,0.727,1.291,0,0,0,0,0,0,0,9,0.424,0.332,5.27,0.074,88,83,233,171,29.5,0.0,0.0,2.1,0.0,0.47,0.0,2.8,27,128,29,4.58,1.04,0.156,4.4,223,1120,0,0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.32,0.05,0.003,0.706,0.016,0.001,1.227,0.064,0.0,0.0,0.0,0.0,0.0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,"Pretzels, soft, NFS",Pretzels/snack mix,345,8.01,69.38,0.24,1.7,4.0,1.283,1.326,0.962,2,8,8,0,2,0,0,17,0.4,0.283,4.17,0.02,0,23,23,23,17.5,0.0,0.0,0.0,0.0,0.56,0.0,2.7,23,77,21,3.83,0.92,0.123,16.8,86,775,0,0,0.0,0.032,0.019,0.011,0.024,0.027,0.106,0.691,0.355,0.022,1.289,0.0,0.0,0.893,0.068,0.0,0.0,0.0,0.0,0.0,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Bagel chips,"Crackers, excludes saltines",451,12.34,66.36,6.02,4.1,15.14,6.835,6.05,2.085,0,0,0,0,0,0,0,14,0.523,0.337,7.66,0.117,112,30,220,142,17.8,0.0,0.0,0.0,0.0,0.81,0.0,5.2,24,131,39,5.05,1.0,0.167,36.2,140,233,0,0,0.0,0.003,0.0,0.006,0.007,0.062,0.161,5.883,0.613,0.031,5.975,0.034,0.002,2.015,0.059,0.0,0.004,0.003,0.0,0.0,5.05,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
753,Cracker chips,"Tortilla, corn, other chips",491,7.95,67.26,7.2,8.8,21.11,2.166,11.501,6.513,0,0,3,19,29,0,0,441,0.14,0.02,2.1,0.2,8,17,31,25,14.8,0.0,0.0,0.0,0.0,7.04,0.0,2.4,20,222,76,1.74,1.65,0.227,12.2,232,423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265,0.687,0.0,11.447,0.054,0.0,6.42,0.093,0.0,0.0,0.0,0.0,0.0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,"Pancakes, NFS","Pancakes, waffles, French toast",282,7.41,35.32,7.05,2.1,12.07,3.007,4.302,3.515,66,76,77,0,12,2,0,99,0.229,0.259,1.392,0.135,35,11,70,46,50.1,0.38,0.0,0.0,1.0,1.81,0.0,8.5,206,326,20,1.45,0.73,0.046,10.5,174,508,0,0,0.0,0.058,0.043,0.026,0.062,0.073,0.234,1.794,0.605,0.092,4.156,0.051,0.0,3.122,0.348,0.0,0.003,0.0,0.001,0.0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,"Pancakes, school","Pancakes, waffles, French toast",231,6.26,40.43,7.53,5.2,6.57,1.109,1.462,3.669,16,408,408,0,2,0,0,77,0.682,0.4,7.079,0.598,51,20,107,72,20.6,1.46,1.35,0.3,0.0,0.71,0.0,6.0,78,295,74,6.16,1.09,0.165,17.5,199,415,0,0,0.0,0.0,0.0,0.0,0.004,0.003,0.001,0.806,0.245,0.012,1.426,0.02,0.0,3.477,0.185,0.0,0.005,0.0,0.0,0.0,44.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,"Pancakes, plain","Pancakes, waffles, French toast",282,7.41,35.32,7.05,2.1,12.07,3.007,4.302,3.515,66,76,77,0,12,2,0,99,0.229,0.259,1.392,0.135,35,11,70,46,50.1,0.38,0.0,0.0,1.0,1.81,0.0,8.5,206,326,20,1.45,0.73,0.046,10.5,174,508,0,0,0.0,0.058,0.043,0.026,0.062,0.073,0.234,1.794,0.605,0.092,4.156,0.051,0.0,3.122,0.348,0.0,0.003,0.0,0.001,0.0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,"Pancakes, fruit","Pancakes, waffles, French toast",232,5.86,30.63,7.7,2.4,9.54,2.349,3.364,2.803,52,59,60,0,16,2,0,92,0.185,0.21,1.204,0.119,27,9,56,37,40.2,0.3,0.0,0.6,0.7,1.53,0.0,10.9,162,256,17,1.18,0.58,0.044,8.2,148,395,0,0,0.0,0.045,0.033,0.02,0.048,0.056,0.182,1.401,0.473,0.072,3.25,0.039,0.0,2.468,0.3,0.0,0.003,0.0,0.001,0.0,51.77,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
758,"Pancakes, pumpkin","Pancakes, waffles, French toast",241,6.37,30.95,6.51,2.3,10.08,2.527,3.581,2.923,55,63,219,955,1393,2,0,82,0.195,0.226,1.229,0.123,29,11,61,40,43.6,0.32,0.0,0.9,0.8,1.71,0.0,10.2,176,278,21,1.48,0.64,0.06,8.8,186,423,0,0,0.0,0.048,0.035,0.022,0.051,0.061,0.198,1.511,0.504,0.08,3.456,0.042,0.0,2.595,0.291,0.0,0.003,0.0,0.001,0.0,50.18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
759,"Pancakes, chocolate","Pancakes, waffles, French toast",341,7.68,41.18,16.11,2.4,15.94,6.185,5.005,3.194,60,75,75,0,10,2,0,83,0.213,0.274,1.233,0.119,29,11,61,40,50.8,0.47,0.0,0.0,0.8,1.6,0.0,8.2,209,312,29,1.68,1.06,0.136,9.6,219,438,4,41,0.0,0.119,0.055,0.044,0.1,0.111,0.431,3.15,2.064,0.158,4.663,0.042,0.0,2.836,0.313,0.0,0.003,0.0,0.001,0.0,32.56,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0
760,"Waffle, NFS","Pancakes, waffles, French toast",309,7.42,48.39,4.41,2.6,9.49,2.275,5.292,1.502,13,437,438,0,2,2,0,66,0.563,0.648,7.942,1.11,55,13,107,68,28.1,1.62,1.5,0.0,0.0,0.68,0.0,12.5,299,444,22,6.59,0.48,0.037,10.3,138,460,0,0,0.0,0.005,0.003,0.0,0.0,0.0,0.027,1.202,0.967,0.022,5.23,0.04,0.0,1.396,0.099,0.003,0.004,0.013,0.0,0.008,31.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,"Waffle, school","Pancakes, waffles, French toast",257,7.14,49.16,4.29,4.3,3.57,0.714,0.714,1.429,0,155,155,0,1,1,0,24,0.429,0.486,5.714,0.571,44,13,88,57,14.7,1.62,1.5,0.0,0.0,0.41,0.0,3.3,143,286,65,6.43,1.17,0.193,30.5,164,557,0,0,0.0,0.0,0.001,0.021,0.023,0.292,0.102,0.219,0.052,0.001,0.705,0.007,0.0,1.296,0.133,0.0,0.0,0.0,0.0,0.0,38.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"Waffle, plain","Pancakes, waffles, French toast",373,8.7,41.5,8.28,2.5,18.82,4.152,7.02,5.912,78,89,90,0,14,2,0,116,0.269,0.304,1.635,0.158,41,13,83,54,58.9,0.45,0.0,0.0,1.1,3.01,0.0,14.6,242,383,23,1.72,0.85,0.054,12.3,205,597,0,0,0.0,0.068,0.05,0.031,0.072,0.085,0.278,2.553,0.845,0.125,6.799,0.091,0.0,5.245,0.612,0.0,0.004,0.0,0.001,0.0,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,"Waffle, fruit","Pancakes, waffles, French toast",307,6.94,36.25,9.11,2.8,14.92,3.265,5.52,4.711,61,69,71,0,19,2,0,109,0.219,0.249,1.425,0.141,32,11,66,43,47.6,0.35,0.0,0.7,0.9,2.5,0.0,16.5,192,303,20,1.4,0.69,0.052,9.7,175,467,0,0,0.0,0.053,0.039,0.024,0.057,0.067,0.217,2.006,0.664,0.098,5.345,0.071,0.0,4.155,0.513,0.0,0.003,0.0,0.001,0.0,39.29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"Waffle, chocolate","Pancakes, waffles, French toast",437,9.07,48.64,19.04,2.9,22.7,7.824,7.555,5.262,71,88,89,0,12,2,0,98,0.251,0.324,1.457,0.141,34,13,72,48,60.0,0.55,0.0,0.0,0.9,2.63,0.0,13.5,247,369,34,1.99,1.25,0.161,11.3,258,517,5,48,0.0,0.141,0.065,0.052,0.118,0.131,0.511,4.093,2.55,0.2,7.109,0.076,0.0,4.668,0.539,0.0,0.003,0.0,0.001,0.0,16.45,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
765,"Waffle, cinnamon","Pancakes, waffles, French toast",373,8.7,41.67,8.27,2.7,18.78,4.144,7.005,5.898,78,89,90,0,15,3,0,116,0.269,0.303,1.636,0.158,41,13,83,54,58.8,0.45,0.0,0.1,1.1,3.01,0.0,14.7,245,383,24,1.74,0.86,0.055,12.3,205,596,0,0,0.0,0.068,0.05,0.03,0.072,0.085,0.277,2.547,0.843,0.124,6.784,0.091,0.0,5.233,0.61,0.0,0.004,0.0,0.001,0.0,27.59,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
766,"French toast, NFS","Pancakes, waffles, French toast",273,10.36,32.34,10.08,1.2,11.38,3.252,3.751,3.173,177,104,106,0,11,6,0,231,0.236,0.306,2.398,0.112,37,33,95,70,121.9,0.41,0.0,0.0,1.2,1.32,0.0,4.5,143,148,20,2.39,1.02,0.063,24.9,135,302,0,0,0.0,0.044,0.031,0.021,0.044,0.055,0.176,2.024,0.767,0.143,3.563,0.03,0.0,2.765,0.269,0.0,0.003,0.001,0.001,0.0,44.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,"Crepe, NFS","Pancakes, waffles, French toast",224,8.85,22.02,4.48,0.6,11.29,3.444,4.113,2.508,153,98,98,0,2,5,0,184,0.213,0.313,1.426,0.067,20,23,57,43,114.0,0.57,0.0,0.0,1.5,0.79,0.0,3.6,95,150,17,1.87,0.86,0.035,15.8,169,278,0,0,0.0,0.027,0.021,0.013,0.033,0.038,0.141,1.966,1.114,0.105,4.009,0.007,0.0,2.26,0.129,0.0,0.002,0.0,0.001,0.0,56.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,"Crepe, plain","Pancakes, waffles, French toast",224,8.85,22.02,4.48,0.6,11.29,3.444,4.113,2.508,153,98,98,0,2,5,0,184,0.213,0.313,1.426,0.067,20,23,57,43,114.0,0.57,0.0,0.0,1.5,0.79,0.0,3.6,95,150,17,1.87,0.86,0.035,15.8,169,278,0,0,0.0,0.027,0.021,0.013,0.033,0.038,0.141,1.966,1.114,0.105,4.009,0.007,0.0,2.26,0.129,0.0,0.002,0.0,0.001,0.0,56.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Chinese pancake,"Pancakes, waffles, French toast",207,4.05,45.38,0.07,0.7,0.38,0.102,0.117,0.1,0,0,0,0,0,0,0,0,0.262,0.025,2.379,0.088,89,3,154,92,3.3,0.0,0.0,0.0,0.0,0.06,0.0,0.1,17,62,15,2.32,0.62,0.123,8.6,62,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.091,0.007,0.001,0.115,0.0,0.0,0.083,0.018,0.0,0.0,0.0,0.0,0.0,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,"Dumpling, no meat","Biscuits, muffins, quick breads",125,3.45,20.49,1.23,0.7,3.37,0.959,1.159,0.819,2,14,14,0,1,0,0,4,0.196,0.13,1.505,0.028,23,4,44,28,6.3,0.11,0.0,0.0,0.3,0.18,0.0,1.5,142,90,10,1.57,0.28,0.042,4.3,71,428,0,0,0.0,0.011,0.009,0.005,0.013,0.015,0.053,0.484,0.336,0.008,1.158,0.003,0.0,0.768,0.054,0.0,0.001,0.0,0.0,0.0,70.56,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
